Date,lkr_close,lkr_open,lkr_high,lkr_low,gold_close,gold_open
1975-05-07,6.494,6.494,6.494,6.494,166.1,164.9
1975-05-08,6.494,6.494,6.494,6.494,167.3,166.1
1975-05-09,6.494,6.494,6.494,6.494,166.6,167.3
1975-05-12,6.494,6.494,6.494,6.494,165.9,166.6
1975-05-13,6.494,6.494,6.494,6.494,166.7,165.9
1975-05-14,6.494,6.494,6.494,6.494,169.3,166.7
1975-05-15,6.494,6.494,6.494,6.494,165.9,169.3
1975-05-16,6.494,6.494,6.494,6.494,166.9,165.9
1975-05-19,6.494,6.494,6.494,6.494,168.8,166.9
1975-05-20,6.494,6.494,6.494,6.494,168.2,168.8
1975-05-21,6.494,6.494,6.494,6.494,172.2,168.2
1975-05-22,6.494,6.494,6.494,6.494,173.5,172.2
1975-05-23,6.494,6.494,6.494,6.494,174.7,173.5
1975-05-27,6.494,6.494,6.494,6.494,174.4,174.7
1975-05-28,6.494,6.494,6.494,6.494,172.5,174.4
1975-05-29,6.494,6.494,6.494,6.494,170.1,172.5
1975-05-30,6.494,6.494,6.494,6.494,169.0,170.1
1975-06-02,6.494,6.494,6.494,6.494,165.2,169.0
1975-06-03,6.494,6.494,6.494,6.494,167.5,165.2
1975-06-04,6.494,6.494,6.494,6.494,165.9,167.5
1975-06-05,6.494,6.494,6.494,6.494,167.4,165.9
1975-06-06,6.494,6.494,6.494,6.494,167.2,167.4
1975-06-09,6.494,6.494,6.494,6.494,168.5,167.2
1975-06-10,6.494,6.494,6.494,6.494,167.3,168.5
1975-06-11,6.494,6.494,6.494,6.494,167.1,167.3
1975-06-12,6.494,6.494,6.494,6.494,166.5,167.1
1975-06-13,6.494,6.494,6.494,6.494,165.9,166.5
1975-06-16,6.494,6.494,6.494,6.494,164.4,165.9
1975-06-17,6.494,6.494,6.494,6.494,166.0,164.4
1975-06-18,6.494,6.494,6.494,6.494,165.4,166.0
1975-06-19,6.494,6.494,6.494,6.494,164.3,165.4
1975-06-20,6.757,6.757,6.757,6.757,164.3,164.3
1975-06-23,6.757,6.757,6.757,6.757,163.5,164.3
1975-06-24,6.757,6.757,6.757,6.757,164.5,163.5
1975-06-25,6.757,6.757,6.757,6.757,166.3,164.5
1975-06-26,6.757,6.757,6.757,6.757,166.0,166.3
1975-06-27,6.897,6.897,6.897,6.897,167.9,166.0
1975-06-30,6.897,6.897,6.897,6.897,167.8,167.9
1975-07-01,6.897,6.897,6.897,6.897,168.1,167.8
1975-07-02,6.897,6.897,6.897,6.897,166.3,168.1
1975-07-03,6.897,6.897,6.897,6.897,166.4,166.3
1975-07-07,6.897,6.897,6.897,6.897,164.0,166.4
1975-07-08,6.897,6.897,6.897,6.897,166.7,164.0
1975-07-09,6.897,6.897,6.897,6.897,172.2,166.7
1975-07-10,6.897,6.897,6.897,6.897,170.7,172.2
1975-07-11,7.107,7.107,7.107,7.107,173.0,170.7
1975-07-14,7.107,7.107,7.107,7.107,172.7,173.0
1975-07-15,7.107,7.107,7.107,7.107,171.5,172.7
1975-07-16,7.107,7.107,7.107,7.107,170.9,171.5
1975-07-17,7.107,7.107,7.107,7.107,170.8,170.9
1975-07-18,7.117,7.117,7.117,7.117,170.8,170.8
1975-07-21,7.117,7.117,7.117,7.117,170.6,170.8
1975-07-22,7.117,7.117,7.117,7.117,172.2,170.6
1975-07-23,7.117,7.117,7.117,7.117,171.5,172.2
1975-07-24,7.117,7.117,7.117,7.117,172.0,171.5
1975-07-25,7.102,7.102,7.102,7.102,174.3,172.0
1975-07-28,7.102,7.102,7.102,7.102,176.1,174.3
1975-07-29,7.102,7.102,7.102,7.102,173.8,176.1
1975-07-30,7.102,7.102,7.102,7.102,173.8,173.8
1975-07-31,7.102,7.102,7.102,7.102,173.4,173.8
1975-08-01,7.117,7.117,7.117,7.117,173.4,173.4
1975-08-04,7.117,7.117,7.117,7.117,173.1,173.4
1975-08-05,7.117,7.117,7.117,7.117,171.6,173.1
1975-08-06,7.117,7.117,7.117,7.117,171.0,171.6
1975-08-07,7.117,7.117,7.117,7.117,171.3,171.0
1975-08-08,7.299,7.299,7.299,7.299,166.6,171.3
1975-08-11,7.299,7.299,7.299,7.299,166.7,166.6
1975-08-12,7.299,7.299,7.299,7.299,168.4,166.7
1975-08-13,7.299,7.299,7.299,7.299,165.0,168.4
1975-08-14,7.299,7.299,7.299,7.299,163.9,165.0
1975-08-15,7.278,7.278,7.278,7.278,166.8,163.9
1975-08-18,7.278,7.278,7.278,7.278,166.2,166.8
1975-08-19,7.278,7.278,7.278,7.278,166.2,166.2
1975-08-20,7.278,7.278,7.278,7.278,167.0,166.2
1975-08-21,7.278,7.278,7.278,7.278,166.3,167.0
1975-08-22,7.407,7.407,7.407,7.407,165.8,166.3
1975-08-25,7.407,7.407,7.407,7.407,166.0,165.8
1975-08-26,7.407,7.407,7.407,7.407,165.6,166.0
1975-08-27,7.407,7.407,7.407,7.407,166.0,165.6
1975-08-28,7.407,7.407,7.407,7.407,165.5,166.0
1975-08-29,7.407,7.407,7.407,7.407,162.8,165.5
1975-09-02,7.407,7.407,7.407,7.407,152.8,162.8
1975-09-03,7.547,7.547,7.547,7.547,153.7,152.8
1975-09-04,7.407,7.407,7.407,7.407,155.2,153.7
1975-09-05,7.407,7.407,7.407,7.407,156.0,155.2
1975-09-08,7.407,7.407,7.407,7.407,153.0,156.0
1975-09-09,7.407,7.407,7.407,7.407,151.8,153.0
1975-09-10,7.407,7.407,7.407,7.407,150.4,151.8
1975-09-11,7.407,7.407,7.407,7.407,149.6,150.4
1975-09-12,7.435,7.435,7.435,7.435,149.7,149.6
1975-09-15,7.435,7.435,7.435,7.435,150.0,149.7
1975-09-16,7.435,7.435,7.435,7.435,147.7,150.0
1975-09-17,7.435,7.435,7.435,7.435,144.3,147.7
1975-09-18,7.435,7.435,7.435,7.435,137.8,144.3
1975-09-19,7.407,7.407,7.407,7.407,138.4,137.8
1975-09-22,7.407,7.407,7.407,7.407,134.8,138.4
1975-09-23,7.407,7.407,7.407,7.407,131.2,134.8
1975-09-24,7.407,7.407,7.407,7.407,137.5,131.2
1975-09-25,7.407,7.407,7.407,7.407,137.0,137.5
1975-09-26,7.547,7.547,7.547,7.547,139.0,137.0
1975-09-29,7.547,7.547,7.547,7.547,139.8,139.0
1975-09-30,7.547,7.547,7.547,7.547,142.2,139.8
1975-10-01,7.547,7.547,7.547,7.547,144.2,142.2
1975-10-02,7.547,7.547,7.547,7.547,143.4,144.2
1975-10-03,7.407,7.407,7.407,7.407,139.9,143.4
1975-10-06,7.407,7.407,7.407,7.407,142.6,139.9
1975-10-07,7.407,7.407,7.407,7.407,143.7,142.6
1975-10-08,7.407,7.407,7.407,7.407,139.6,143.7
1975-10-09,7.407,7.407,7.407,7.407,141.7,139.6
1975-10-10,7.547,7.547,7.547,7.547,143.6,141.7
1975-10-14,7.547,7.547,7.547,7.547,142.9,143.6
1975-10-15,7.547,7.547,7.547,7.547,142.9,142.9
1975-10-16,7.547,7.547,7.547,7.547,144.0,142.9
1975-10-17,7.519,7.519,7.519,7.519,146.1,144.0
1975-10-20,7.519,7.519,7.519,7.519,146.8,146.1
1975-10-21,7.519,7.519,7.519,7.519,145.2,146.8
1975-10-22,7.519,7.519,7.519,7.519,146.5,145.2
1975-10-23,7.519,7.519,7.519,7.519,145.1,146.5
1975-10-24,7.53,7.53,7.53,7.53,144.1,145.1
1975-10-27,7.53,7.53,7.53,7.53,143.0,144.1
1975-10-28,7.53,7.53,7.53,7.53,143.3,143.0
1975-10-29,7.53,7.53,7.53,7.53,144.1,143.3
1975-10-30,7.491,7.491,7.491,7.491,143.6,144.1
1975-10-31,7.547,7.547,7.547,7.547,142.8,143.6
1975-11-03,7.547,7.547,7.547,7.547,143.3,142.8
1975-11-05,7.547,7.547,7.547,7.547,148.4,143.3
1975-11-06,7.547,7.547,7.547,7.547,146.0,148.4
1975-11-07,7.547,7.547,7.547,7.547,147.8,146.0
1975-11-10,7.547,7.547,7.547,7.547,146.4,147.8
1975-11-12,7.547,7.547,7.547,7.547,155.2,146.4
1975-11-13,7.547,7.547,7.547,7.547,144.6,155.2
1975-11-14,7.525,7.525,7.525,7.525,141.6,144.6
1975-11-17,7.525,7.525,7.525,7.525,140.8,141.6
1975-11-18,7.525,7.525,7.525,7.525,141.8,140.8
1975-11-19,7.525,7.525,7.525,7.525,144.4,141.8
1975-11-20,7.525,7.525,7.525,7.525,152.8,144.4
1975-11-21,7.491,7.491,7.491,7.491,152.3,152.8
1975-11-24,7.491,7.491,7.491,7.491,152.6,152.3
1975-11-25,7.491,7.491,7.491,7.491,151.5,152.6
1975-11-26,7.491,7.491,7.491,7.491,150.7,151.5
1975-11-28,7.491,7.491,7.491,7.491,147.8,150.7
1975-12-01,7.491,7.491,7.491,7.491,147.3,147.8
1975-12-02,7.491,7.491,7.491,7.491,148.7,147.3
1975-12-03,7.491,7.491,7.491,7.491,147.2,148.7
1975-12-04,7.491,7.491,7.491,7.491,147.1,147.2
1975-12-05,7.663,7.663,7.663,7.663,146.6,147.1
1975-12-08,7.663,7.663,7.663,7.663,144.4,146.6
1975-12-09,7.663,7.663,7.663,7.663,145.4,144.4
1975-12-10,7.663,7.663,7.663,7.663,147.0,145.4
1975-12-11,7.663,7.663,7.663,7.663,147.0,147.0
1975-12-12,7.663,7.663,7.663,7.663,145.9,147.0
1975-12-15,7.663,7.663,7.663,7.663,145.3,145.9
1975-12-16,7.663,7.663,7.663,7.663,146.3,145.3
1975-12-17,7.663,7.663,7.663,7.663,146.6,146.3
1975-12-18,7.663,7.663,7.663,7.663,146.5,146.6
1975-12-19,7.71,7.71,7.71,7.71,153.5,146.5
1975-12-22,7.71,7.71,7.71,7.71,151.3,153.5
1975-12-23,7.71,7.71,7.71,7.71,149.5,151.3
1975-12-24,7.71,7.71,7.71,7.71,149.4,149.5
1975-12-29,7.71,7.71,7.71,7.71,149.9,149.4
1975-12-30,7.71,7.71,7.71,7.71,149.7,149.9
1975-12-31,7.71,7.71,7.71,7.71,148.8,149.7
1976-01-02,7.71,7.71,7.71,7.71,148.8,148.8
1976-01-05,7.71,7.71,7.71,7.71,147.1,148.8
1976-01-06,7.71,7.71,7.71,7.71,147.5,147.1
1976-01-07,7.71,7.71,7.71,7.71,146.6,147.5
1976-01-08,7.71,7.71,7.71,7.71,142.7,146.6
1976-01-09,7.722,7.722,7.722,7.722,143.4,142.7
1976-01-12,7.722,7.722,7.722,7.722,143.4,143.4
1976-01-13,7.722,7.722,7.722,7.722,137.7,143.4
1976-01-14,7.722,7.722,7.722,7.722,138.8,137.7
1976-01-15,7.722,7.722,7.722,7.722,137.6,138.8
1976-01-16,7.722,7.722,7.722,7.722,136.8,137.6
1976-01-19,7.722,7.722,7.722,7.722,132.9,136.8
1976-01-20,7.722,7.722,7.722,7.722,129.3,132.9
1976-01-21,7.722,7.722,7.722,7.722,129.3,129.3
1976-01-22,7.722,7.722,7.722,7.722,131.1,129.3
1976-01-23,7.722,7.722,7.722,7.722,133.5,131.1
1976-01-26,7.722,7.722,7.722,7.722,131.1,133.5
1976-01-27,7.722,7.722,7.722,7.722,131.5,131.1
1976-01-28,7.722,7.722,7.722,7.722,133.8,131.5
1976-01-29,7.722,7.722,7.722,7.722,133.9,133.8
1976-01-30,7.704,7.704,7.704,7.704,134.0,133.9
1976-02-02,7.704,7.704,7.704,7.704,136.6,134.0
1976-02-03,7.704,7.704,7.704,7.704,136.2,136.6
1976-02-04,7.704,7.704,7.704,7.704,134.6,136.2
1976-02-05,7.704,7.704,7.704,7.704,134.6,134.6
1976-02-06,7.722,7.722,7.722,7.722,136.5,134.6
1976-02-09,7.722,7.722,7.722,7.722,135.1,136.5
1976-02-10,7.722,7.722,7.722,7.722,135.7,135.1
1976-02-11,7.722,7.722,7.722,7.722,135.1,135.7
1976-02-13,7.722,7.722,7.722,7.722,136.0,135.5
1976-02-17,7.722,7.722,7.722,7.722,134.5,136.0
1976-02-18,7.722,7.722,7.722,7.722,134.7,134.5
1976-02-19,7.722,7.722,7.722,7.722,134.9,134.7
1976-02-20,7.722,7.722,7.722,7.722,136.0,134.9
1976-02-23,7.722,7.722,7.722,7.722,135.8,136.0
1976-02-24,7.722,7.722,7.722,7.722,137.9,135.8
1976-02-25,7.722,7.722,7.722,7.722,137.6,137.9
1976-02-26,7.722,7.722,7.722,7.722,136.3,137.6
1976-02-27,7.722,7.722,7.722,7.722,136.5,136.3
1976-03-01,7.722,7.722,7.722,7.722,135.9,136.5
1976-03-02,7.722,7.722,7.722,7.722,135.3,135.9
1976-03-03,7.722,7.722,7.722,7.722,134.9,135.3
1976-03-04,7.722,7.722,7.722,7.722,136.1,134.9
1976-03-05,7.722,7.722,7.722,7.722,137.8,136.1
1976-03-08,7.722,7.722,7.722,7.722,136.7,137.8
1976-03-09,7.722,7.722,7.722,7.722,137.0,136.7
1976-03-10,7.722,7.722,7.722,7.722,137.7,137.0
1976-03-11,7.722,7.722,7.722,7.722,137.4,137.7
1976-03-12,7.752,7.752,7.752,7.752,136.7,137.4
1976-03-15,7.752,7.752,7.752,7.752,136.3,136.7
1976-03-16,7.752,7.752,7.752,7.752,135.9,136.3
1976-03-17,7.752,7.752,7.752,7.752,136.8,135.9
1976-03-18,7.752,7.752,7.752,7.752,136.9,136.8
1976-03-19,8.032,8.032,8.032,8.032,137.6,136.9
1976-03-22,8.032,8.032,8.032,8.032,136.8,137.6
1976-03-23,8.032,8.032,8.032,8.032,136.6,136.8
1976-03-24,8.032,8.032,8.032,8.032,136.2,136.6
1976-03-25,8.032,8.032,8.032,8.032,136.3,136.2
1976-03-26,8.065,8.065,8.065,8.065,132.8,136.3
1976-03-29,8.065,8.065,8.065,8.065,131.7,132.8
1976-03-30,8.065,8.065,8.065,8.065,133.1,131.7
1976-03-31,8.065,8.065,8.065,8.065,132.7,133.1
1976-04-01,8.065,8.065,8.065,8.065,132.7,132.7
1976-04-02,8.032,8.032,8.032,8.032,132.6,132.7
1976-04-05,8.032,8.032,8.032,8.032,130.9,132.6
1976-04-06,8.032,8.032,8.032,8.032,131.3,130.9
1976-04-07,8.032,8.032,8.032,8.032,131.0,131.3
1976-04-08,8.032,8.032,8.032,8.032,132.4,131.0
1976-04-09,8.065,8.065,8.065,8.065,130.5,132.4
1976-04-12,8.065,8.065,8.065,8.065,131.6,130.5
1976-04-13,8.065,8.065,8.065,8.065,131.7,131.6
1976-04-14,8.065,8.065,8.065,8.065,131.3,131.7
1976-04-15,8.065,8.065,8.065,8.065,131.3,131.3
1976-04-19,8.065,8.065,8.065,8.065,132.0,131.3
1976-04-20,8.065,8.065,8.065,8.065,132.1,132.0
1976-04-21,8.368,8.368,8.368,8.368,131.0,132.1
1976-04-22,8.368,8.368,8.368,8.368,131.1,131.0
1976-04-23,8.403,8.403,8.403,8.403,131.1,131.1
1976-04-26,8.403,8.403,8.403,8.403,131.9,131.1
1976-04-27,8.403,8.403,8.403,8.403,132.8,131.9
1976-04-28,8.403,8.403,8.403,8.403,132.1,132.8
1976-04-29,8.403,8.403,8.403,8.403,132.1,132.1
1976-04-30,8.403,8.403,8.403,8.403,132.5,132.1
1976-05-03,8.403,8.403,8.403,8.403,132.5,132.5
1976-05-04,8.403,8.403,8.403,8.403,131.8,132.5
1976-05-05,8.403,8.403,8.403,8.403,131.8,131.8
1976-05-06,8.403,8.403,8.403,8.403,132.7,131.8
1976-05-07,8.403,8.403,8.403,8.403,132.3,132.7
1976-05-10,8.403,8.403,8.403,8.403,132.1,132.3
1976-05-11,8.403,8.403,8.403,8.403,131.9,132.1
1976-05-12,8.403,8.403,8.403,8.403,131.8,131.9
1976-05-13,8.403,8.403,8.403,8.403,131.2,131.8
1976-05-14,8.368,8.368,8.368,8.368,131.1,131.2
1976-05-17,8.368,8.368,8.368,8.368,130.7,131.1
1976-05-18,8.368,8.368,8.368,8.368,130.5,130.7
1976-05-19,8.368,8.368,8.368,8.368,128.6,130.5
1976-05-20,8.368,8.368,8.368,8.368,128.8,128.6
1976-05-21,8.368,8.368,8.368,8.368,129.1,128.8
1976-05-24,8.368,8.368,8.368,8.368,128.5,129.1
1976-05-25,8.368,8.368,8.368,8.368,128.1,128.5
1976-05-26,8.368,8.368,8.368,8.368,130.7,128.1
1976-05-27,8.368,8.368,8.368,8.368,130.8,130.7
1976-05-28,8.696,8.696,8.696,8.696,130.1,130.8
1976-06-01,8.696,8.696,8.696,8.696,132.9,130.1
1976-06-02,8.696,8.696,8.696,8.696,134.4,132.9
1976-06-03,8.696,8.696,8.696,8.696,132.5,134.4
1976-06-04,8.584,8.584,8.584,8.584,131.0,132.5
1976-06-07,8.584,8.584,8.584,8.584,132.0,131.0
1976-06-08,8.584,8.584,8.584,8.584,131.9,132.0
1976-06-09,8.584,8.584,8.584,8.584,131.2,131.9
1976-06-10,8.584,8.584,8.584,8.584,131.0,131.2
1976-06-11,8.696,8.696,8.696,8.696,130.0,131.0
1976-06-14,8.696,8.696,8.696,8.696,130.3,130.0
1976-06-15,8.696,8.696,8.696,8.696,130.1,130.3
1976-06-16,8.696,8.696,8.696,8.696,129.4,130.1
1976-06-17,8.696,8.696,8.696,8.696,130.0,129.4
1976-06-18,8.696,8.696,8.696,8.696,130.1,130.0
1976-06-21,8.696,8.696,8.696,8.696,130.2,130.1
1976-06-22,8.696,8.696,8.696,8.696,128.9,130.2
1976-06-23,8.696,8.696,8.696,8.696,128.3,128.9
1976-06-24,8.696,8.696,8.696,8.696,128.3,128.3
1976-06-25,8.696,8.696,8.696,8.696,128.1,128.3
1976-06-28,8.696,8.696,8.696,8.696,126.2,128.1
1976-06-29,8.696,8.696,8.696,8.696,126.3,126.2
1976-06-30,8.696,8.696,8.696,8.696,126.0,126.3
1976-07-01,8.696,8.696,8.696,8.696,125.8,126.0
1976-07-02,8.696,8.696,8.696,8.696,126.3,125.8
1976-07-06,8.696,8.696,8.696,8.696,126.6,126.3
1976-07-07,8.696,8.696,8.696,8.696,126.4,126.6
1976-07-08,8.696,8.696,8.696,8.696,126.2,126.4
1976-07-09,8.734,8.734,8.734,8.734,125.5,126.2
1976-07-12,8.734,8.734,8.734,8.734,124.7,125.5
1976-07-13,8.734,8.734,8.734,8.734,125.6,124.7
1976-07-14,8.889,8.889,8.889,8.889,125.7,125.6
1976-07-15,8.889,8.889,8.889,8.889,120.0,125.7
1976-07-16,8.696,8.696,8.696,8.696,120.1,120.0
1976-07-19,8.696,8.696,8.696,8.696,114.6,120.1
1976-07-20,8.696,8.696,8.696,8.696,110.9,114.6
1976-07-21,8.696,8.696,8.696,8.696,114.8,110.9
1976-07-22,8.696,8.696,8.696,8.696,113.0,114.8
1976-07-23,8.696,8.696,8.696,8.696,113.3,113.0
1976-07-26,8.696,8.696,8.696,8.696,114.3,113.3
1976-07-27,8.696,8.696,8.696,8.696,115.4,114.3
1976-07-28,8.696,8.696,8.696,8.696,115.2,115.4
1976-07-29,8.696,8.696,8.696,8.696,113.7,115.2
1976-07-30,8.696,8.696,8.696,8.696,114.2,113.7
1976-08-02,8.696,8.696,8.696,8.696,113.3,114.2
1976-08-03,8.696,8.696,8.696,8.696,113.9,113.3
1976-08-04,8.696,8.696,8.696,8.696,114.3,113.9
1976-08-05,8.696,8.696,8.696,8.696,113.3,114.3
1976-08-06,8.696,8.696,8.696,8.696,113.8,113.3
1976-08-09,8.696,8.696,8.696,8.696,113.6,113.8
1976-08-10,8.696,8.696,8.696,8.696,114.7,113.6
1976-08-11,8.696,8.696,8.696,8.696,114.5,114.7
1976-08-12,8.696,8.696,8.696,8.696,113.9,114.5
1976-08-13,8.696,8.696,8.696,8.696,114.5,113.9
1976-08-16,8.696,8.696,8.696,8.696,114.0,114.5
1976-08-17,8.696,8.696,8.696,8.696,112.2,114.0
1976-08-18,8.696,8.696,8.696,8.696,108.8,112.2
1976-08-19,8.696,8.696,8.696,8.696,108.9,108.8
1976-08-20,8.696,8.696,8.696,8.696,108.6,108.9
1976-08-23,8.696,8.696,8.696,8.696,104.5,108.6
1976-08-24,8.696,8.696,8.696,8.696,103.4,104.5
1976-08-25,8.696,8.696,8.696,8.696,106.1,103.4
1976-08-26,8.696,8.696,8.696,8.696,104.9,106.1
1976-08-27,8.673,8.673,8.673,8.673,103.1,104.9
1976-08-30,8.673,8.673,8.673,8.673,102.8,103.1
1976-08-31,8.673,8.673,8.673,8.673,103.2,102.8
1976-09-01,8.673,8.673,8.673,8.673,105.4,103.2
1976-09-02,8.673,8.673,8.673,8.673,105.4,105.4
1976-09-03,8.673,8.673,8.673,8.673,108.0,105.4
1976-09-07,8.673,8.673,8.673,8.673,111.8,108.0
1976-09-08,8.673,8.673,8.673,8.673,112.4,111.8
1976-09-09,8.673,8.673,8.673,8.673,113.9,112.4
1976-09-10,8.696,8.696,8.696,8.696,118.4,113.9
1976-09-13,8.696,8.696,8.696,8.696,114.7,118.4
1976-09-14,8.696,8.696,8.696,8.696,110.8,114.7
1976-09-15,8.696,8.696,8.696,8.696,112.3,110.8
1976-09-16,8.696,8.696,8.696,8.696,114.0,112.3
1976-09-17,8.696,8.696,8.696,8.696,117.5,114.0
1976-09-20,8.696,8.696,8.696,8.696,115.0,117.5
1976-09-21,8.696,8.696,8.696,8.696,119.1,115.0
1976-09-22,8.696,8.696,8.696,8.696,118.5,119.1
1976-09-23,8.696,8.696,8.696,8.696,117.8,118.5
1976-09-24,8.658,8.658,8.658,8.658,118.6,117.8
1976-09-27,8.658,8.658,8.658,8.658,117.7,118.6
1976-09-28,8.658,8.658,8.658,8.658,116.2,117.7
1976-09-29,8.658,8.658,8.658,8.658,116.1,116.2
1976-09-30,8.734,8.734,8.734,8.734,116.1,116.1
1976-10-01,8.734,8.734,8.734,8.734,116.0,116.1
1976-10-04,8.734,8.734,8.734,8.734,114.2,116.0
1976-10-05,8.734,8.734,8.734,8.734,114.5,114.2
1976-10-06,8.734,8.734,8.734,8.734,116.6,114.5
1976-10-07,8.734,8.734,8.734,8.734,115.5,116.6
1976-10-08,8.734,8.734,8.734,8.734,114.0,115.5
1976-10-12,8.734,8.734,8.734,8.734,114.7,114.6
1976-10-13,8.734,8.734,8.734,8.734,115.0,114.7
1976-10-14,8.734,8.734,8.734,8.734,114.9,115.0
1976-10-15,8.772,8.772,8.772,8.772,117.0,114.9
1976-10-18,8.772,8.772,8.772,8.772,116.9,117.0
1976-10-19,8.772,8.772,8.772,8.772,115.3,116.9
1976-10-20,8.772,8.772,8.772,8.772,114.9,115.3
1976-10-21,8.772,8.772,8.772,8.772,116.3,114.9
1976-10-22,8.696,8.696,8.696,8.696,115.8,116.3
1976-10-25,8.696,8.696,8.696,8.696,116.9,115.8
1976-10-26,8.696,8.696,8.696,8.696,118.4,116.9
1976-10-27,8.696,8.696,8.696,8.696,120.0,118.4
1976-10-28,8.696,8.696,8.696,8.696,125.8,120.0
1976-10-29,8.696,8.696,8.696,8.696,123.8,125.8
1976-11-01,8.696,8.696,8.696,8.696,123.7,123.8
1976-11-03,8.696,8.696,8.696,8.696,125.2,123.7
1976-11-04,8.696,8.696,8.696,8.696,126.0,125.2
1976-11-05,8.734,8.734,8.734,8.734,128.0,126.0
1976-11-08,8.734,8.734,8.734,8.734,133.0,128.0
1976-11-09,8.734,8.734,8.734,8.734,133.2,133.0
1976-11-10,8.734,8.734,8.734,8.734,137.1,133.2
1976-11-12,8.734,8.734,8.734,8.734,136.9,135.8
1976-11-15,8.734,8.734,8.734,8.734,135.9,136.9
1976-11-16,8.734,8.734,8.734,8.734,133.3,135.9
1976-11-17,8.734,8.734,8.734,8.734,136.9,133.3
1976-11-18,8.696,8.696,8.696,8.696,128.6,136.9
1976-11-19,8.696,8.696,8.696,8.696,130.8,128.6
1976-11-22,8.696,8.696,8.696,8.696,138.3,130.8
1976-11-23,8.696,8.696,8.696,8.696,135.6,138.3
1976-11-24,8.696,8.696,8.696,8.696,136.1,135.6
1976-11-26,8.696,8.696,8.696,8.696,132.6,136.1
1976-11-29,8.696,8.696,8.696,8.696,133.4,132.6
1976-11-30,8.696,8.696,8.696,8.696,132.6,133.4
1976-12-01,8.696,8.696,8.696,8.696,132.2,132.6
1976-12-02,8.696,8.696,8.696,8.696,132.1,132.2
1976-12-03,8.929,8.929,8.929,8.929,133.3,132.1
1976-12-06,8.929,8.929,8.929,8.929,136.0,133.3
1976-12-07,8.929,8.929,8.929,8.929,140.8,136.0
1976-12-08,8.929,8.929,8.929,8.929,138.1,140.8
